script,wake_model,seed,method,turbine_id,x,y,AEP SS bins [GWh],AEP GB bins [GWh],runtime_sec,ss_bin_setup,gb_bin_setup,random_pct
RunSS_GB_FullBins,NOJ,1,Current Horns Rev,78,429424.0,6148112.0,701.8653557500002,701.8653557500002,0.0,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,Current Horns Rev,79,429492.0,6147556.0,701.8653557500002,701.8653557500002,0.0,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,0,429226.94736842107,6147402.894736842,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,1,423574.0,6150612.52631579,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,2,423574.0,6147402.894736842,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,3,428561.8947368421,6151106.315789473,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,4,426899.2631578947,6147649.7894736845,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,5,425901.6842105263,6149871.842105263,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,6,423574.0,6149624.947368421,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,7,425569.15789473685,6147156.0,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,8,428561.8947368421,6149871.842105263,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,9,429892.0,6148637.368421053,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,10,424571.5789473684,6151600.105263158,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,11,424239.05263157893,6148637.368421053,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,12,429892.0,6150612.52631579,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,13,423574.0,6151847.0,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,14,427564.3157894737,6151353.2105263155,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,15,428894.4210526316,6148637.368421053,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,16,427231.7894736842,6149378.052631579,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,17,427896.84210526315,6147402.894736842,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,18,425901.6842105263,6151847.0,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,19,425901.6842105263,6149131.157894737,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,20,425236.63157894736,6147896.684210527,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,21,426899.2631578947,6147156.0,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,22,423574.0,6151353.2105263155,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,23,429559.4736842105,6151353.2105263155,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,24,425901.6842105263,6151353.2105263155,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,25,429226.94736842107,6151847.0,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,26,423906.5263157895,6148390.47368421,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,27,423574.0,6148143.578947368,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,28,429892.0,6147649.7894736845,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
RunSS_GB_FullBins,NOJ,1,SS,29,429892.0,6149378.052631579,712.5999260931526,712.5999260931526,138.59640239994042,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
