run_name,script,wake_model,seed,iteration,phase,AEP [GWh],elapsed_sec,aep_bin_source,ss_bin_setup,gb_bin_setup,random_pct
SS_GB_seed1,RunSS_GB_FullBins,NOJ,1,76,Gradient,714.6374680448332,1472.4719507523705,GB bins,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
SS_GB_seed1,RunSS_GB_FullBins,NOJ,1,77,Gradient,714.6375000514573,1490.0229448096393,GB bins,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
SS_GB_seed1,RunSS_GB_FullBins,NOJ,1,78,Gradient,714.6375462519985,1507.573938866908,GB bins,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
SS_GB_seed1,RunSS_GB_FullBins,NOJ,1,79,Gradient,714.6377201462834,1525.1249329241768,GB bins,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
SS_GB_seed1,RunSS_GB_FullBins,NOJ,1,80,Gradient,714.63822459013,1542.6759269814456,GB bins,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
SS_GB_seed1,RunSS_GB_FullBins,NOJ,1,81,Gradient,714.6395086483285,1560.2269210387146,GB bins,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
SS_GB_seed1,RunSS_GB_FullBins,NOJ,1,82,Gradient,714.6398910213428,1577.7779150959834,GB bins,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
SS_GB_seed1,RunSS_GB_FullBins,NOJ,1,83,Gradient,714.6403207828574,1595.3289091532522,GB bins,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
SS_GB_seed1,RunSS_GB_FullBins,NOJ,1,84,Gradient,714.6422047845581,1612.879903210521,GB bins,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
SS_GB_seed1,RunSS_GB_FullBins,NOJ,1,85,Gradient,714.642236549701,1630.4308972677898,GB bins,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
SS_GB_seed1,RunSS_GB_FullBins,NOJ,1,86,Gradient,714.6457148845349,1647.9818913250585,GB bins,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
SS_GB_seed1,RunSS_GB_FullBins,NOJ,1,87,Gradient,714.6480021592274,1665.5328853823275,GB bins,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
SS_GB_seed1,RunSS_GB_FullBins,NOJ,1,88,Gradient,714.6533021233336,1683.0838794395963,GB bins,wd1deg_ws3-25_step1,wd1deg_ws3-25_step1,10
