script,source_script,source_opt_bin_label,source_method,layout_method,wake_model,seed,source_highres_AEP [GWh],gb_bin_setup,run_name,iteration,phase,AEP [GWh],elapsed_sec,aep_bin_source
RunSourceLayouts_GB_FullBins,ResultsSS,5 deg bins,SS,SmartStart,NOJ,1,712.5999260931527,wd1deg_ws3-25_step1,ResultsSS_SS_GB_seed1,86,Gradient,714.7671430264226,2458.04401499643,GB bins
RunSourceLayouts_GB_FullBins,ResultsSS,5 deg bins,SS,SmartStart,NOJ,1,712.5999260931527,wd1deg_ws3-25_step1,ResultsSS_SS_GB_seed1,87,Gradient,714.7670318463561,2486.6259221475516,GB bins
RunSourceLayouts_GB_FullBins,ResultsSS,5 deg bins,SS,SmartStart,NOJ,1,712.5999260931527,wd1deg_ws3-25_step1,ResultsSS_SS_GB_seed1,88,Gradient,714.7671630697669,2515.207829298673,GB bins
RunSourceLayouts_GB_FullBins,ResultsSS,5 deg bins,SS,SmartStart,NOJ,1,712.5999260931527,wd1deg_ws3-25_step1,ResultsSS_SS_GB_seed1,89,Gradient,714.7672114543602,2543.789736449794,GB bins
RunSourceLayouts_GB_FullBins,ResultsSS,5 deg bins,SS,SmartStart,NOJ,1,712.5999260931527,wd1deg_ws3-25_step1,ResultsSS_SS_GB_seed1,90,Gradient,714.7671586266108,2572.3716436009154,GB bins
RunSourceLayouts_GB_FullBins,ResultsSS,5 deg bins,SS,SmartStart,NOJ,1,712.5999260931527,wd1deg_ws3-25_step1,ResultsSS_SS_GB_seed1,91,Gradient,714.7672333999337,2600.953550752037,GB bins
RunSourceLayouts_GB_FullBins,ResultsSS,5 deg bins,SS,SmartStart,NOJ,1,712.5999260931527,wd1deg_ws3-25_step1,ResultsSS_SS_GB_seed1,92,Gradient,714.7672656609659,2629.5354579031577,GB bins
RunSourceLayouts_GB_FullBins,ResultsSS,5 deg bins,SS,SmartStart,NOJ,1,712.5999260931527,wd1deg_ws3-25_step1,ResultsSS_SS_GB_seed1,93,Gradient,714.7673857201996,2658.117365054279,GB bins
RunSourceLayouts_GB_FullBins,ResultsSS,5 deg bins,SS,SmartStart,NOJ,1,712.5999260931527,wd1deg_ws3-25_step1,ResultsSS_SS_GB_seed1,94,Gradient,714.7677780386648,2686.6992722054006,GB bins
RunSourceLayouts_GB_FullBins,ResultsSS,5 deg bins,SS,SmartStart,NOJ,1,712.5999260931527,wd1deg_ws3-25_step1,ResultsSS_SS_GB_seed1,95,Gradient,714.7692359968937,2715.281179356522,GB bins
