spacing_D,mean_aep,std_aep,best_aep,mean_runtime,min_spacing,seed_count,violations
3,72.24633700051446,0.0765422012522511,72.33466965278694,1.788399302777705,3.0861842105165125,3,0
4,72.20367614068162,0.06425636815158756,72.27765953724,1.3303779944444412,4.1565789473679615,3,0
5,72.33738940141721,0.019005663851593593,72.3507002178379,0.9896837033331395,5.177034047303918,3,0
