seed,random_pct,iteration,AEP [GWh]
1,3,17,16.52645657089332
1,3,18,17.477844916281686
1,3,19,18.424220435955483
1,3,20,19.374540598987927
1,3,21,20.31656505552593
1,3,22,21.251803935155984
1,3,23,22.196036083178075
1,3,24,23.136488826602047
1,3,25,24.075133786956886
1,3,26,25.012410681071835
1,3,27,25.95199107497382
1,3,28,26.888715352439853
1,3,29,27.82193560783126
1,3,30,28.757101682854596
1,3,31,29.686736645798362
1,3,32,30.600205649129677
1,3,33,31.543299291733284
1,3,34,32.46008964689439
1,3,35,33.3692492649391
1,3,36,34.28201429299311
1,3,37,35.185717669894984
1,3,38,36.091317423579746
1,3,39,36.99833256321098
1,3,40,37.89828518181239
1,3,41,38.80734021985349
1,3,42,39.71488344286615
1,3,43,40.604252457490055
1,3,44,41.50105426905853
1,3,45,42.39424110524231
1,3,46,43.29135012882104
1,3,47,44.160544360510826
1,3,48,45.0418577946692
1,3,49,45.92129208533448
1,3,50,46.805496826773606
1,3,51,47.678114625879516
1,3,52,48.55876663019168
1,3,53,49.45423765877694
1,3,54,50.32497248529482
1,3,55,51.194402139937026
1,3,56,52.04330033983427
1,3,57,52.90755917022605
1,3,58,53.79430024637789
1,3,59,54.63850504197892
1,3,60,55.50404658097246
1,3,61,56.366637143250045
1,3,62,57.24552438076175
1,3,63,58.071181120619414
1,3,64,58.904828370108774
1,3,65,59.73889241977814
1,3,66,60.607944694241624
1,3,67,61.468098492353946
1,3,68,62.31627656321049
1,3,69,63.16157024850258
1,3,70,64.00617522050706
1,3,71,64.83382922299025
1,3,72,65.6608373636731
1,3,73,66.50426608145051
1,3,74,67.34243735481847
1,3,75,68.17984694607688
1,3,76,68.99162598084537
1,3,77,69.83098551753534
1,3,78,70.65710544898165
1,3,79,71.48587283843109
1,3,80,72.30539854186407
1,5,1,0.9852548472611584
1,5,2,1.9702572514311734
1,5,3,2.9539752745478705
1,5,4,3.937023473756301
1,5,5,4.917364375562299
1,5,6,5.895214107972329
1,5,7,6.870482805822395
1,5,8,7.846531352706238
1,5,9,8.817352286365896
1,5,10,9.786651705005184
1,5,11,10.756125603231611
1,5,12,11.724049228106685
1,5,13,12.689868471596693
1,5,14,13.646625712330014
1,5,15,14.604951028839753
1,5,16,15.558122260359525
1,5,17,16.514039123705704
1,5,18,17.463195831730424
1,5,19,18.424630991876825
1,5,20,19.370812517854255
1,5,21,20.320400204561643
1,5,22,21.249881465639575
1,5,23,22.188990826388398
1,5,24,23.12767438422681
1,5,25,24.062173822033202
1,5,26,24.9931125162421
1,5,27,25.923100706956365
1,5,28,26.833571311487617
1,5,29,27.769101155437397
1,5,30,28.698373057195038
1,5,31,29.622441682183474
1,5,32,30.548824055655317
1,5,33,31.472681729759366
1,5,34,32.39209643228702
1,5,35,33.305782373546236
1,5,36,34.21451611142628
1,5,37,35.12420181418973
1,5,38,36.03469315820837
1,5,39,36.93416146148874
1,5,40,37.83475310332216
1,5,41,38.731122748372165
1,5,42,39.63979528930477
1,5,43,40.53708416769609
1,5,44,41.436580095448605
1,5,45,42.31827738402012
1,5,46,43.169887459414376
1,5,47,44.072663838141054
1,5,48,44.959570868715325
1,5,49,45.84910639907231
1,5,50,46.758890226183695
1,5,51,47.6069450352001
1,5,52,48.51393671089622
1,5,53,49.4029071271748
1,5,54,50.27560442650173
1,5,55,51.14259947707016
1,5,56,51.987777986838324
1,5,57,52.849775518692915
1,5,58,53.69402789909232
1,5,59,54.51996929022425
1,5,60,55.368418093876855
1,5,61,56.216484825521945
1,5,62,57.07143425469987
1,5,63,57.92658014693162
1,5,64,58.78459293986964
1,5,65,59.63034173106072
1,5,66,60.48151354132591
1,5,67,61.301658311535476
1,5,68,62.144085913448464
1,5,69,62.98686359368713
1,5,70,63.81763477276208
1,5,71,64.63417089223867
1,5,72,65.46216952484653
1,5,73,66.30442585596148
1,5,74,67.13990240645009
1,5,75,67.96648230417891
1,5,76,68.81988697605584
1,5,77,69.63779635689191
1,5,78,70.4537999888465
1,5,79,71.2761800890992
1,5,80,72.0960615937525
1,10,1,0.9852548472611584
1,10,2,1.9700243863604134
1,10,3,2.953388496466996
1,10,4,3.936510182532543
1,10,5,4.915377158464978
1,10,6,5.893036867113356
1,10,7,6.863736065570149
1,10,8,7.833988052869197
1,10,9,8.806111773114178
1,10,10,9.778419050604901
1,10,11,10.74960323231903
1,10,12,11.711748039365439
1,10,13,12.676757013831853
1,10,14,13.639793879849407
1,10,15,14.5999791121243
1,10,16,15.552677769011794
1,10,17,16.503068540921916
1,10,18,17.450412896562145
1,10,19,18.408872657877424
1,10,20,19.349393427920045
1,10,21,20.289286639712692
1,10,22,21.214624567237458
1,10,23,22.14704350674802
1,10,24,23.093002526994887
1,10,25,24.024266125540436
1,10,26,24.964411705825018
1,10,27,25.86895910280042
1,10,28,26.7748985579485
1,10,29,27.71374927577145
1,10,30,28.65057933027738
1,10,31,29.558724566407793
1,10,32,30.48820702839223
1,10,33,31.397490362473636
1,10,34,32.31910047233406
1,10,35,33.23571863282495
1,10,36,34.13894208474163
1,10,37,35.05550716411875
1,10,38,35.957137812287044
1,10,39,36.86311754720846
1,10,40,37.75927454665649
1,10,41,38.66748736919217
1,10,42,39.574728565979775
1,10,43,40.471038936257315
1,10,44,41.36204042514474
1,10,45,42.2562409945182
1,10,46,43.15915735195513
1,10,47,44.04090019442728
1,10,48,44.92716349340729
1,10,49,45.812309691241595
1,10,50,46.69699529651142
1,10,51,47.57197825820589
1,10,52,48.452730937887495
1,10,53,49.3648850263871
1,10,54,50.22651534512519
1,10,55,51.07805698274898
1,10,56,51.9583463819702
1,10,57,52.825669422277926
1,10,58,53.683053073270564
1,10,59,54.52678795041278
1,10,60,55.38601394239579
1,10,61,56.238338559444465
1,10,62,57.098345573238525
1,10,63,57.965116227584474
1,10,64,58.815701495234926
1,10,65,59.662158916665206
1,10,66,60.50870482708844
1,10,67,61.33865856006888
1,10,68,62.15328474581516
1,10,69,62.97734868098419
1,10,70,63.83844879497241
1,10,71,64.67250921521895
1,10,72,65.50376445120654
1,10,73,66.33004673907229
1,10,74,67.15943372831453
1,10,75,67.98865411822763
1,10,76,68.79300777110002
1,10,77,69.62111938141504
1,10,78,70.4511846692666
1,10,79,71.31895255155611
1,10,80,72.12193614866618
1,20,1,0.9852548472611584
1,20,2,1.969843849133893
1,20,3,2.954231790289679
1,20,4,3.934501988410058
1,20,5,4.915244383415628
1,20,6,5.889108460114287
1,20,7,6.864114644542268
1,20,8,7.84175103961616
1,20,9,8.813795424323017
1,20,10,9.790812122291705
1,20,11,10.758669265953834
1,20,12,11.723820812089702
1,20,13,12.681999125099889
1,20,14,13.636634472456086
1,20,15,14.592450488598894
1,20,16,15.548582271545444
1,20,17,16.506849135102378
1,20,18,17.452368104264984
1,20,19,18.389022169844004
1,20,20,19.325466474712684
1,20,21,20.268410499161988
1,20,22,21.203018945698183
1,20,23,22.14156132474814
1,20,24,23.076650585166107
1,20,25,24.02198950814249
1,20,26,24.953818295154026
1,20,27,25.882916547243518
1,20,28,26.80854237474093
1,20,29,27.71204897560497
1,20,30,28.6201730961359
1,20,31,29.537690578323016
1,20,32,30.44981317929281
1,20,33,31.365215616095146
1,20,34,32.29417955318171
1,20,35,33.20808133301236
1,20,36,34.11224165905852
1,20,37,35.02104198898412
1,20,38,35.930704264197
1,20,39,36.864839239791166
1,20,40,37.74385843165656
1,20,41,38.64960370316767
1,20,42,39.536491902121114
1,20,43,40.420319596661926
1,20,44,41.31545140176118
1,20,45,42.20547680789512
1,20,46,43.0873225171136
1,20,47,43.93359190486704
1,20,48,44.82104837973043
1,20,49,45.68274286250493
1,20,50,46.54117996243784
1,20,51,47.41246216429879
1,20,52,48.282241163237615
1,20,53,49.161263882302464
1,20,54,50.050633905530454
1,20,55,50.90065091480186
1,20,56,51.75764796564733
1,20,57,52.62106782362447
1,20,58,53.47552222426344
1,20,59,54.33028518846379
1,20,60,55.17859033650265
1,20,61,56.03853154441296
1,20,62,56.91244526763023
1,20,63,57.754739738697516
1,20,64,58.599323790801
1,20,65,59.44232499939301
1,20,66,60.28226521337308
1,20,67,61.15591022548629
1,20,68,61.99798936369152
1,20,69,62.82189443174389
1,20,70,63.635797779763806
1,20,71,64.4653519723004
1,20,72,65.32540046243261
1,20,73,66.15323912735941
1,20,74,66.9776794971713
1,20,75,67.81464615769953
1,20,76,68.67981559607946
1,20,77,69.50947214816358
1,20,78,70.31912683735025
1,20,79,71.13892389385694
1,20,80,71.94164739661066
1,50,1,0.9852548472611584
1,50,2,1.970052219369951
1,50,3,2.9540242984316123
1,50,4,3.935098628926462
1,50,5,4.914618506142382
1,50,6,5.889577997903086
1,50,7,6.8545890047396
1,50,8,7.818593344617108
1,50,9,8.781162783111728
1,50,10,9.749747635270488
1,50,11,10.716812032077986
1,50,12,11.679480702752594
1,50,13,12.639657981963854
1,50,14,13.589526215781621
1,50,15,14.547054912005049
1,50,16,15.490846265444931
1,50,17,16.45571247679579
1,50,18,17.39646629140006
1,50,19,18.339747235956736
1,50,20,19.244264597988042
1,50,21,20.187147916300464
1,50,22,21.11290583022591
1,50,23,22.044726422727443
1,50,24,22.974257041929597
1,50,25,23.888718673203876
1,50,26,24.800728322336383
1,50,27,25.71445735782523
1,50,28,26.657633251999446
1,50,29,27.581117322431965
1,50,30,28.45530067492332
1,50,31,29.409744208646686
1,50,32,30.30985988160129
1,50,33,31.208418039095918
1,50,34,32.10929132615198
1,50,35,33.00593796781884
1,50,36,33.896142876617645
1,50,37,34.781087398258094
1,50,38,35.666460726417114
1,50,39,36.55623777647115
1,50,40,37.452352492576054
1,50,41,38.2973632223352
1,50,42,39.173899569892285
1,50,43,40.05491224487665
1,50,44,40.96467611647732
1,50,45,41.851129126816346
1,50,46,42.746662515417015
1,50,47,43.60871432970632
1,50,48,44.51447545585661
1,50,49,45.39066145896978
1,50,50,46.27085938660829
1,50,51,47.15671704018935
1,50,52,48.01040761240439
1,50,53,48.88653012015572
1,50,54,49.72600205330257
1,50,55,50.60187012801478
1,50,56,51.44602178173324
1,50,57,52.363847118791725
1,50,58,53.183265474002646
1,50,59,54.035561661215
1,50,60,54.866967114358914
1,50,61,55.741524236711996
1,50,62,56.58709202873629
1,50,63,57.42561542424774
1,50,64,58.276176179236046
1,50,65,59.184980887756566
1,50,66,59.99957539970322
1,50,67,60.825287867745004
1,50,68,61.67878407797613
1,50,69,62.49128268417798
1,50,70,63.30789382447459
1,50,71,64.1657808274968
1,50,72,64.99619341982725
1,50,73,65.78566373847718
1,50,74,66.61161791004517
1,50,75,67.42073457514155
1,50,76,68.21441214805648
1,50,77,69.02973663316925
1,50,78,69.86032681306898
1,50,79,70.6503442342121
1,50,80,71.4316532591206
2,0,1,0.9852548472611584
2,0,2,1.9692021114692544
2,0,3,2.953766149464025
2,0,4,3.9370730771576943
2,0,5,4.920021974910283
2,0,6,5.898573268313704
2,0,7,6.8762848082661225
2,0,8,7.854125685317609
2,0,9,8.830605705149527
2,0,10,9.80276092828375
2,0,11,10.771610409116896
2,0,12,11.738449787076227
2,0,13,12.702687880750931
2,0,14,13.667888782299082
2,0,15,14.628190782186314
2,0,16,15.585225317688622
2,0,17,16.544206942984985
2,0,18,17.49955341550652
2,0,19,18.451802144794613
2,0,20,19.400078765725315
2,0,21,20.342649261456803
2,0,22,21.29236661243512
2,0,23,22.240441871411
2,0,24,23.191411975301044
2,0,25,24.12576188945408
2,0,26,25.062043267068074
2,0,27,26.003176014054173
2,0,28,26.937472760175943
2,0,29,27.86956480344208
2,0,30,28.8036863758943
2,0,31,29.73866268111413
2,0,32,30.666182204663635
2,0,33,31.58739455888312
2,0,34,32.510418034263786
2,0,35,33.43032647573839
2,0,36,34.339923326849906
2,0,37,35.25648591114309
2,0,38,36.16082108898963
2,0,39,37.06264304345471
2,0,40,37.970296164029264
2,0,41,38.870933840038774
2,0,42,39.767816681837616
2,0,43,40.67567938751846
2,0,44,41.578291630500935
2,0,45,42.46939876896462
2,0,46,43.35805218510337
2,0,47,44.250289326496116
2,0,48,45.1352530793878
2,0,49,46.019254048706074
2,0,50,46.909617634722665
2,0,51,47.787336669960794
2,0,52,48.65595882632097
2,0,53,49.542241513096045
2,0,54,50.40761673405483
2,0,55,51.249483723345406
2,0,56,52.13219558855957
2,0,57,52.97623444767735
2,0,58,53.843721126759064
2,0,59,54.69414549405813
2,0,60,55.538112641576646
2,0,61,56.40169200583183
2,0,62,57.26262919493355
2,0,63,58.102418490451555
2,0,64,58.96577458631117
2,0,65,59.817284598503534
2,0,66,60.673100905020966
2,0,67,61.52130883343872
2,0,68,62.36092789938457
2,0,69,63.20088506742023
2,0,70,64.04772019936519
2,0,71,64.88563613773773
2,0,72,65.71677054118834
2,0,73,66.54932335189616
2,0,74,67.38687424222775
2,0,75,68.2141639013632
2,0,76,69.0453420165417
2,0,77,69.87396543513923
2,0,78,70.69790483482389
2,0,79,71.51929411835633
2,0,80,72.34261060823297
2,3,1,0.9852548472611584
2,3,2,1.9685826122613488
2,3,3,2.952936046626135
2,3,4,3.9360979154295657
2,3,5,4.91870196352553
2,3,6,5.8950300062611545
2,3,7,6.87412117323459
2,3,8,7.8492289566670745
2,3,9,8.82317975909252
2,3,10,9.79079807213798
2,3,11,10.757603870379782
2,3,12,11.718701647675305
2,3,13,12.680595933132498
2,3,14,13.641422490470797
2,3,15,14.60029114933063
2,3,16,15.55292294574432
2,3,17,16.507368271861246
2,3,18,17.4578011409298
2,3,19,18.40382882184595
2,3,20,19.35037031584497
2,3,21,20.288751044906533
2,3,22,21.23604173765015
2,3,23,22.17937875068519
2,3,24,23.11019141201593
2,3,25,24.051779447415385
2,3,26,24.994912974446123
2,3,27,25.920449084752136
2,3,28,26.85354440558485
2,3,29,27.793599797466154
2,3,30,28.73023035624566
2,3,31,29.63898900443362
2,3,32,30.53540116800557
2,3,33,31.45231534608959
2,3,34,32.3752596887272
2,3,35,33.286394811711446
2,3,36,34.19958675908396
2,3,37,35.10881913586623
2,3,38,36.016667902013225
2,3,39,36.923139539102024
2,3,40,37.83419326402763
2,3,41,38.7415925479175
2,3,42,39.63703651788708
2,3,43,40.52723640612815
2,3,44,41.4202703867436
2,3,45,42.30607158240819
2,3,46,43.183629373003185
2,3,47,44.073759481220605
2,3,48,44.955248026632376
2,3,49,45.84585896635437
2,3,50,46.73941869186172
2,3,51,47.613194515689614
2,3,52,48.48102679645007
2,3,53,49.35820214211242
2,3,54,50.233513840185886
2,3,55,51.095122487980134
2,3,56,51.93133504269709
2,3,57,52.77343336639702
2,3,58,53.64231298442586
2,3,59,54.51107974243027
2,3,60,55.354245647682376
2,3,61,56.21975626426912
2,3,62,57.080266187609325
2,3,63,57.90090475344451
2,3,64,58.74013170446824
2,3,65,59.60205338092888
2,3,66,60.44248170079548
2,3,67,61.29860766520494
2,3,68,62.15657248090454
2,3,69,62.99391365935165
2,3,70,63.867967396558505
2,3,71,64.70600034874869
2,3,72,65.54546141260836
2,3,73,66.38300512135686
2,3,74,67.23179346228315
2,3,75,68.05634023929963
2,3,76,68.8901399060505
2,3,77,69.72075539353092
2,3,78,70.55582206642137
2,3,79,71.3982652707364
2,3,80,72.22342600633618
2,5,1,0.9852548472611584
2,5,2,1.9697359235038776
2,5,3,2.9517870196677682
2,5,4,3.9350243381890224
2,5,5,4.917802863052414
2,5,6,5.893305109830857
2,5,7,6.869965584414251
2,5,8,7.845022982526774
2,5,9,8.815515157035689
2,5,10,9.779829380099546
2,5,11,10.75205393129755
2,5,12,11.722193874874833
2,5,13,12.683651206558027
2,5,14,13.634164174112911
2,5,15,14.595363095314713
2,5,16,15.553680876451223
2,5,17,16.503371868091172
2,5,18,17.45056238960548
2,5,19,18.399070980652496
2,5,20,19.345821912322926
2,5,21,20.29157133549849
2,5,22,21.217836762287366
2,5,23,22.154369677014124
2,5,24,23.08755591814409
2,5,25,24.019383329071893
2,5,26,24.948944635495337
2,5,27,25.879775656193363
2,5,28,26.804828543607478
2,5,29,27.737324232505422
2,5,30,28.66674382366925
2,5,31,29.595210369631836
2,5,32,30.512487133159933
2,5,33,31.42869604511681
2,5,34,32.33074582379351
2,5,35,33.237866081700346
2,5,36,34.150210336562026
2,5,37,35.07043891271561
2,5,38,35.98365675686966
2,5,39,36.885311823658526
2,5,40,37.790588722427856
2,5,41,38.6916500367534
2,5,42,39.57337970895741
2,5,43,40.4636444845133
2,5,44,41.37161064061029
2,5,45,42.26224792540408
2,5,46,43.17395450593412
2,5,47,44.06554536906573
2,5,48,44.93527546089422
2,5,49,45.808731773203206
2,5,50,46.68365542377842
2,5,51,47.55730493980665
2,5,52,48.429021377925515
2,5,53,49.30225359437385
2,5,54,50.18025297920397
2,5,55,51.03967557610592
2,5,56,51.8928246073841
2,5,57,52.75658243718816
2,5,58,53.598863757265946
2,5,59,54.47795662932822
2,5,60,55.31590223814449
2,5,61,56.188398022086666
2,5,62,57.02420759052552
2,5,63,57.91736029673186
2,5,64,58.743969673548925
2,5,65,59.60529223518622
2,5,66,60.431170877850924
2,5,67,61.29396354403309
2,5,68,62.13916737975708
2,5,69,62.97656762105973
2,5,70,63.80359366283834
2,5,71,64.6493922421061
2,5,72,65.48925085041992
2,5,73,66.32500019402082
2,5,74,67.14988070654582
2,5,75,67.98173427824361
2,5,76,68.83437380534946
2,5,77,69.66451857870626
2,5,78,70.47812896769142
2,5,79,71.30019468444567
2,5,80,72.11075109509906
2,10,1,0.9852548472611584
2,10,2,1.9693405735841971
2,10,3,2.951402397542751
2,10,4,3.934638276249598
2,10,5,4.9171902025352665
2,10,6,5.893243423920495
2,10,7,6.867762739024855
2,10,8,7.844167328503105
2,10,9,8.81577191752387
2,10,10,9.786880490968628
2,10,11,10.746799690132082
2,10,12,11.709265254629521
2,10,13,12.669281670350717
2,10,14,13.62854296515944
2,10,15,14.587617218445507
2,10,16,15.531104640715643
2,10,17,16.489704428382723
2,10,18,17.422817419300863
2,10,19,18.37677300251206
2,10,20,19.315008459243646
2,10,21,20.25073713253517
2,10,22,21.194633603393868
2,10,23,22.143769887400044
2,10,24,23.086005531062
2,10,25,24.032038320384054
2,10,26,24.953361178023243
2,10,27,25.894891756405364
2,10,28,26.816919912588183
2,10,29,27.73826425289748
2,10,30,28.660261806880023
2,10,31,29.60232005017072
2,10,32,30.514563466598553
2,10,33,31.42785208197997
2,10,34,32.352784200883264
2,10,35,33.28268913861248
2,10,36,34.1662908400009
2,10,37,35.07419138313455
2,10,38,35.978160388290334
2,10,39,36.8953604372721
2,10,40,37.79934802428033
2,10,41,38.69153223245201
2,10,42,39.587728817101635
2,10,43,40.48125634565076
2,10,44,41.38198475340259
2,10,45,42.26945901219345
2,10,46,43.154064462586334
2,10,47,44.06704784948239
2,10,48,44.952624418943714
2,10,49,45.83579302996978
2,10,50,46.68930951232827
2,10,51,47.584727191999846
2,10,52,48.44562432556051
2,10,53,49.31828652690227
2,10,54,50.18657813156865
2,10,55,51.04121389504952
2,10,56,51.913255210768526
2,10,57,52.78026579309079
2,10,58,53.63683426230392
2,10,59,54.52402098482596
2,10,60,55.39034037327747
2,10,61,56.276224908712244
2,10,62,57.12823345090621
2,10,63,57.98004508932499
2,10,64,58.8385488456487
2,10,65,59.70990354305309
2,10,66,60.55259110209663
2,10,67,61.400656846112405
2,10,68,62.25585607341447
2,10,69,63.08994492363367
2,10,70,63.927883139087
2,10,71,64.7676688014228
2,10,72,65.56691004895282
2,10,73,66.39860283688216
2,10,74,67.21499093570355
2,10,75,68.04276113255165
2,10,76,68.83739764672384
2,10,77,69.64728577769873
2,10,78,70.46250838536277
2,10,79,71.28341544706166
2,10,80,72.104949528579
2,20,1,0.9852548472611584
2,20,2,1.969412269641062
2,20,3,2.9528190933882996
2,20,4,3.934071853536322
2,20,5,4.915580952376526
2,20,6,5.89232988737813
2,20,7,6.867667176278686
2,20,8,7.838166190926572
2,20,9,8.807421378657837
2,20,10,9.770961023955458
2,20,11,10.739837805085326
2,20,12,11.703837471856353
2,20,13,12.663801873815533
2,20,14,13.620473062491637
2,20,15,14.579973610154934
2,20,16,15.542644220416594
2,20,17,16.49376725311936
2,20,18,17.445493025021975
2,20,19,18.389004550403442
2,20,20,19.327479291844753
2,20,21,20.267272584845305
2,20,22,21.211669534281654
2,20,23,22.15618568632125
2,20,24,23.093956468337172
2,20,25,24.01738092216625
2,20,26,24.951587009999578
2,20,27,25.885459474450656
2,20,28,26.81996178814869
2,20,29,27.741925005291996
2,20,30,28.664770250310024
2,20,31,29.572155453363266
2,20,32,30.483371848939512
2,20,33,31.42266540826069
2,20,34,32.33003064042832
2,20,35,33.267464035364455
2,20,36,34.175887925432164
2,20,37,35.06734664672959
2,20,38,35.95813559079401
2,20,39,36.86366038810297
2,20,40,37.776046138313504
2,20,41,38.678751276481556
2,20,42,39.59344720812101
2,20,43,40.499180463069784
2,20,44,41.390307056367234
2,20,45,42.28210752113263
2,20,46,43.16023010900693
2,20,47,44.04737262175036
2,20,48,44.9190418141322
2,20,49,45.79551821865477
2,20,50,46.67651867778776
2,20,51,47.52727577944549
2,20,52,48.40285691529371
2,20,53,49.236786589516385
2,20,54,50.085442041371415
2,20,55,50.945339494274954
2,20,56,51.800362820806434
2,20,57,52.65763470369655
2,20,58,53.50489530908456
2,20,59,54.34750161873933
2,20,60,55.18706781479224
2,20,61,56.060921672529425
2,20,62,56.89062028610674
2,20,63,57.722655512011535
2,20,64,58.57304004888984
2,20,65,59.41617270967194
2,20,66,60.28486196301246
2,20,67,61.13915152112636
2,20,68,61.99186072888757
2,20,69,62.829621494845426
2,20,70,63.66472001873683
2,20,71,64.508827883688
2,20,72,65.32811027487433
2,20,73,66.19859232317941
2,20,74,67.00488743360751
2,20,75,67.82654873575214
2,20,76,68.64782466040526
2,20,77,69.46396638362833
2,20,78,70.2855271086325
2,20,79,71.09922537868233
2,20,80,71.92514185870249
2,50,1,0.9852548472611584
2,50,2,1.9688199066629875
2,50,3,2.950560273331805
2,50,4,3.9327804581892285
2,50,5,4.907178341309503
2,50,6,5.882872689799212
2,50,7,6.85385155477864
2,50,8,7.8265858684195475
2,50,9,8.800615124619409
2,50,10,9.777985494986352
2,50,11,10.750938108829978
2,50,12,11.700788827835389
2,50,13,12.655922030006723
2,50,14,13.604311551298041
2,50,15,14.559301745649531
2,50,16,15.515310369101071
2,50,17,16.458521455246874
2,50,18,17.37754866118526
2,50,19,18.31753922164859
2,50,20,19.258910769786738
2,50,21,20.196892004384644
2,50,22,21.14178993149163
2,50,23,22.08921378917021
2,50,24,23.015098470152026
2,50,25,23.931344014830827
2,50,26,24.865910966425368
2,50,27,25.779945292818763
2,50,28,26.70602976235303
2,50,29,27.664130327140192
2,50,30,28.571565129451674
2,50,31,29.4768466629642
2,50,32,30.38625934159506
2,50,33,31.261603959618814
2,50,34,32.17017733353808
2,50,35,33.068122912421316
2,50,36,33.95840216154495
2,50,37,34.84810559829659
2,50,38,35.72307724158452
2,50,39,36.60620317032267
2,50,40,37.54357457528309
2,50,41,38.42448568801839
2,50,42,39.27301447537063
2,50,43,40.15437773268758
2,50,44,41.05100694004544
2,50,45,41.94124716977818
2,50,46,42.86129241274891
2,50,47,43.7399425623165
2,50,48,44.595291908966985
2,50,49,45.46562988715995
2,50,50,46.3376957260074
2,50,51,47.19494225803808
2,50,52,48.06497544274998
2,50,53,48.92489858636075
2,50,54,49.78939510432882
2,50,55,50.66550845569461
2,50,56,51.52559600125068
2,50,57,52.42663949303538
2,50,58,53.313909113765746
2,50,59,54.147462367765925
2,50,60,55.00203936189655
2,50,61,55.845189227484155
2,50,62,56.68678546442492
2,50,63,57.51301930070241
2,50,64,58.343544134601004
2,50,65,59.195623038844985
2,50,66,60.11006832865896
2,50,67,60.926551988832706
2,50,68,61.761080420700566
2,50,69,62.57860191347527
2,50,70,63.419179966795156
2,50,71,64.27232418991908
2,50,72,65.07213618166173
2,50,73,65.88499716325751
2,50,74,66.78843368516246
2,50,75,67.59671247186265
2,50,76,68.40308078235262
2,50,77,69.23301726215755
2,50,78,70.04065474345165
2,50,79,70.87170317873702
2,50,80,71.68320009842296
3,0,1,0.9852548472611584
3,0,2,1.970133713645061
3,0,3,2.953746011706337
3,0,4,3.937875056549411
3,0,5,4.918524870496406
3,0,6,5.897353524426275
3,0,7,6.8754793089522925
3,0,8,7.85250278104874
3,0,9,8.827318691601313
3,0,10,9.7993469618946
3,0,11,10.770597671683152
3,0,12,11.738145115248626
3,0,13,12.704271288877418
3,0,14,13.671449126213187
3,0,15,14.626942018823883
3,0,16,15.59226494136589
3,0,17,16.54877377538783
3,0,18,17.503201480584345
3,0,19,18.4557381118192
3,0,20,19.403943158684147
3,0,21,20.353313841754094
3,0,22,21.30067089194886
3,0,23,22.250471420843827
3,0,24,23.198886728965995
3,0,25,24.14193026574553
3,0,26,25.077933039338614
3,0,27,26.007709730160116
3,0,28,26.94058840458273
3,0,29,27.874512231402854
3,0,30,28.804913484017924
3,0,31,29.734443183369578
3,0,32,30.660280493029667
3,0,33,31.586287641744562
3,0,34,32.507408777058416
