run_name,script,wake_model,seed,iteration,phase,AEP [GWh],elapsed_sec,wd_step_deg,n_wd,ws
SS_seed1,ResultsSS,NOJ,1,52,Two-step,72.70614571453675,2156.2954018000164,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,53,Two-step,72.70614571453675,2195.7444207999506,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,54,Two-step,72.70614571453675,2233.748166199948,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,55,Two-step,72.7149255894653,2272.7583368999767,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,56,Two-step,72.7149255894653,2311.5842031000066,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,57,Two-step,72.71535487861473,2349.948764499917,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,58,Two-step,72.7221865360797,2387.2573030000203,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,59,Two-step,72.7221865360797,2425.566748799931,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,60,Two-step,72.72884460506648,2464.2926432999666,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,61,Two-step,72.72884460506648,2502.5518720999244,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,62,Two-step,72.73808776675122,2542.059603200003,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,63,Two-step,72.73808776675122,2581.8604572999175,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,64,Two-step,72.75145795678532,2620.1021806999925,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,65,Two-step,72.76083772428188,2658.759061800025,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,66,Two-step,72.78244547152218,2697.4906065000105,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,67,Two-step,72.78244547152218,2736.2492171999183,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,68,Two-step,72.78244547152218,2774.244786999945,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,69,Two-step,72.78244547152218,2813.3214341999847,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,70,Two-step,72.78244547152218,2851.385712700023,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,71,Two-step,72.78244547152218,2890.646386899927,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,72,Two-step,72.78244547152218,2930.7518413999933,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,73,Two-step,72.7862600189531,2971.8386507999967,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,74,Two-step,72.7862600189531,3012.406100399967,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,75,Two-step,72.78738526806225,3051.4454875999945,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,76,Two-step,72.78738526806225,3090.824238699919,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,77,Two-step,72.78738526806225,3130.554313300003,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,78,Two-step,72.78738526806225,3169.843439500022,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,79,Two-step,72.78738526806225,3208.3887713000295,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,80,Two-step,72.80652519442737,3247.9456929999287,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,81,Two-step,72.80652519442737,3286.479974899965,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,82,Two-step,72.80652519442737,3328.022552999959,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,83,Two-step,72.80652519442737,3366.1987875999766,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,84,Two-step,72.80652519442737,3405.6927290999447,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,85,Two-step,72.80652519442737,3445.0808652999694,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,86,Two-step,72.80652519442737,3485.5720272999606,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,87,Two-step,72.80652519442737,3520.614884999988,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,88,Two-step,72.80652519442737,3559.4087489999947,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,89,Two-step,72.81502896447442,3599.576416899974,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,90,Two-step,72.81502896447442,3638.8185577999684,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,91,Two-step,72.81502896447442,3678.9618522999226,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,92,Two-step,72.81502896447442,3718.1622988000163,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,93,Two-step,72.81502896447442,3757.449530499929,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,94,Two-step,72.81502896447442,3801.1140612000017,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,95,Two-step,72.83767802425008,3844.9840584999765,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,96,Two-step,72.83767802425008,3885.45859939995,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,97,Two-step,72.83812170206612,3922.312659899995,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,98,Two-step,72.83812170206612,3958.9465455000172,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,99,Two-step,72.83812170206612,3995.4665972999646,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,100,Two-step,72.83812170206612,4031.555495999928,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,101,Two-step,72.86498860518964,4072.091179199924,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,102,Two-step,72.86498860518964,4111.682521199982,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,103,Two-step,72.86629727425728,4152.851357700012,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,104,Two-step,72.86656860724572,4197.066306499939,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,105,Two-step,72.8684937093234,4242.378159200016,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,106,Two-step,72.8684937093234,4285.8323963999865,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,107,Two-step,72.8684937093234,4337.603919999965,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,108,Two-step,72.8684937093234,4382.225183999923,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,109,Two-step,72.8684937093234,4419.064060099947,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,110,Two-step,72.8684937093234,4455.236466499919,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,111,Two-step,72.8684937093234,4491.598633699992,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,112,Two-step,72.8684937093234,4527.272559800011,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,113,Two-step,72.87467465855727,4561.452808799979,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,114,Two-step,72.87467465855727,4595.9834837000235,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,115,Two-step,72.87467465855727,4630.472682499967,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,116,Two-step,72.87467465855727,4665.052506899985,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,117,Two-step,72.88717709706276,4702.761768599914,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,118,Two-step,72.88717709706276,4739.878883399942,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,119,Two-step,72.88717709706276,4779.692816899915,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,120,Two-step,72.8955605372687,4817.2137867999845,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,121,Two-step,72.8955605372687,4852.024756399973,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,122,Two-step,72.8955605372687,4887.689219299995,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,123,Two-step,72.8955605372687,4922.850699200004,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,124,Two-step,72.8955605372687,4960.692114999925,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,125,Two-step,72.8955605372687,4999.494300499966,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,126,Two-step,72.8955605372687,5038.9425272999215,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,127,Two-step,72.8955605372687,5076.898133299954,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,128,Two-step,72.8955605372687,5117.335826999915,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,129,Two-step,72.8955605372687,5155.217245300009,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,130,Two-step,72.90337204904314,5192.797632500005,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,131,Two-step,72.9163492227417,5230.533895199944,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,132,Two-step,72.9163492227417,5266.545677900023,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,133,Two-step,72.9163492227417,5302.643221499922,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,134,Two-step,72.9163492227417,5341.09580499999,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,135,Two-step,72.9163492227417,5376.875463399978,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,136,Two-step,72.9163492227417,5412.643636499939,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,137,Two-step,72.9163492227417,5448.298097299936,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,138,Two-step,72.9163492227417,5484.434318599931,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,139,Two-step,72.9163492227417,5519.163757399947,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,140,Two-step,72.9163492227417,5554.336325599987,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,141,Two-step,72.9163492227417,5596.5268866000115,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,142,Two-step,72.9163492227417,5634.843561600021,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,143,Two-step,72.9163492227417,5671.978280899988,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,144,Two-step,72.9163492227417,5718.100025499996,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,145,Two-step,72.91893891949323,5755.693154999928,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,146,Two-step,72.91893891949323,5790.461414499965,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,147,Two-step,72.93705747830573,5827.014724799956,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,148,Two-step,72.93705747830573,5868.810360899952,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,149,Two-step,72.93705747830573,5912.4497735999175,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,150,Two-step,72.93705747830573,5952.039994399936,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,151,Two-step,72.93705747830573,5991.90192959999,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,152,Two-step,72.93705747830573,6039.969977399975,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,153,Two-step,72.93705747830573,6086.446178300015,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,154,Two-step,72.93705747830573,6135.665319399966,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,155,Two-step,72.94832259712922,6182.355712199991,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,156,Two-step,72.94832259712922,6226.516981500026,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,157,Two-step,72.94832259712922,6274.013343599916,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,158,Two-step,72.94832259712922,6318.967949800019,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,159,Two-step,72.94832259712922,6362.400131399918,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,160,Two-step,72.94832259712922,6408.763289299968,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,161,Two-step,72.94832259712922,6452.1850439999835,10,36,9.6
SS_seed1,ResultsSS,NOJ,1,162,Two-step,72.94832259712922,6496.2442890999955,10,36,9.6
