script,wake_model,seed,method,turbine_id,x,y,AEP [GWh],runtime_sec,random_step_schedule_D,wd_step_deg,n_wd,ws
ResultsRS,NOJ,1,Current Horns Rev,25,425722.0,6150891.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,26,425791.0,6150335.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,27,425859.0,6149779.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,28,425927.0,6149224.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,29,425995.0,6148668.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,30,426064.0,6148112.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,31,426132.0,6147556.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,32,426214.0,6151447.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,33,426282.0,6150891.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,34,426351.0,6150335.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,35,426419.0,6149779.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,36,426487.0,6149224.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,37,426555.0,6148668.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,38,426624.0,6148112.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,39,426692.0,6147556.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,40,426774.0,6151447.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,41,426842.0,6150891.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,42,426911.0,6150335.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,43,426979.0,6149779.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,44,427047.0,6149224.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,45,427115.0,6148668.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,46,427184.0,6148112.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,47,427252.0,6147556.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,48,427334.0,6151447.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,49,427402.0,6150891.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,50,427471.0,6150335.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,51,427539.0,6149779.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,52,427607.0,6149224.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,53,427675.0,6148668.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,54,427744.0,6148112.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,55,427812.0,6147556.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,56,427894.0,6151447.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,57,427962.0,6150891.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,58,428031.0,6150335.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,59,428099.0,6149779.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,60,428167.0,6149224.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,61,428235.0,6148668.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,62,428304.0,6148112.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,63,428372.0,6147556.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,64,428454.0,6151447.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,65,428522.0,6150891.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,66,428591.0,6150335.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,67,428659.0,6149779.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,68,428727.0,6149224.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,69,428795.0,6148668.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,70,428864.0,6148112.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,71,428932.0,6147556.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,72,429014.0,6151447.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,73,429082.0,6150891.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,74,429151.0,6150335.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,75,429219.0,6149779.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,76,429287.0,6149224.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,77,429355.0,6148668.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,78,429424.0,6148112.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,Current Horns Rev,79,429492.0,6147556.0,70.00978952706822,0.0,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,0,423574.0,6150677.71857098,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,1,423574.0,6151847.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,2,423574.0,6150262.903817775,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,3,423575.73382023803,6149429.1164141,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,4,423574.0,6147669.138420889,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,5,423574.0,6148639.681041777,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,6,423574.0,6147156.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,7,424806.6168129862,6147156.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,8,424389.0367589047,6151847.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,9,424316.5375607829,6150008.1892350735,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,10,425019.63075449056,6150467.7302458985,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,11,423577.70940582576,6149861.147876742,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,12,424510.81112185755,6149530.842927138,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,13,423574.0,6149044.276058667,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,14,424163.6451143185,6147156.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,15,423574.0,6148262.494755737,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,16,424698.74301523855,6151267.457912585,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,17,423574.0,6151422.219004228,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,18,425741.2159366232,6150988.047197356,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,19,425351.01773259474,6149801.81687358,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,20,424732.8510809154,6148997.730392509,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,21,424937.58280320774,6148454.593186974,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,22,425170.30738669727,6147929.026356141,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,23,425464.8761132792,6147464.366514144,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,24,425404.8752186017,6151426.601811123,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,25,425087.0140360121,6151847.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,26,426923.544939215,6151056.337284095,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,27,424181.9930134332,6147925.947771047,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,28,425684.30895514914,6149162.747106339,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,29,425960.6239279997,6148604.348324865,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,30,426133.87128544,6148044.4729555985,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,31,426223.7173667803,6147602.639072872,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,32,423914.57210757106,6151064.192037608,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,33,426284.9989957517,6151371.731070223,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,34,426226.3464308704,6150373.562901063,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,35,426113.21334056434,6149748.670917931,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,36,426397.404472642,6147156.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,37,426576.8837920637,6148832.394405933,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,38,425717.52534028795,6147156.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,39,427482.367298203,6147156.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,40,426687.23583667655,6151847.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,41,425909.63061586564,6151847.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,42,427348.90917622234,6151847.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,43,426970.224191479,6149668.9791132435,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,44,427217.1700537834,6149068.814836826,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,45,427451.1960110818,6148694.573327347,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,46,427037.3450920169,6147985.689469739,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,47,426934.13289083214,6147160.779419789,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,48,427896.41580519953,6151847.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,49,429079.7931439873,6151847.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,50,427425.71088041365,6150218.728682401,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,51,427728.23224448034,6149709.115357934,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,52,427180.81061186997,6150681.553828899,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,53,427745.220402019,6148240.70159256,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,54,428546.3012903794,6147156.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,55,428090.3285687413,6147749.29244805,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,56,428476.8820014723,6151847.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,57,428038.68415782176,6151146.279522545,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,58,428398.7270686727,6149818.092409834,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,59,429147.5381347983,6150268.438387321,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,60,428340.56360754394,6148695.394818412,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,61,428698.7879262231,6149279.317457908,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,62,428011.6808784176,6147156.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,63,429188.4686467431,6147156.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,64,429892.0,6151847.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,65,428231.4893133602,6150650.242375316,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,66,429371.9651214675,6149349.847020834,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,67,429892.0,6151058.585741919,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,68,429892.0,6149485.697722215,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,69,429892.0,6147695.564446954,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,70,428763.5057398639,6148127.928455104,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,71,429143.84016105277,6147645.700755379,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,72,429878.27308236435,6150577.90860149,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,73,428995.9133766993,6150954.79727811,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,74,429892.0,6151480.714282437,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,75,429892.0,6148838.307768842,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,76,429892.0,6149996.315203653,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,77,429891.3975492287,6148164.109045954,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,78,429282.39312547474,6148582.737012281,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS,79,429892.0,6147156.0,72.7205119198097,825.9625781999785,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS--2S,0,423574.0,6150677.71857098,72.73590522105667,4663.195181399991,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS--2S,1,423574.0,6151847.0,72.73590522105667,4663.195181399991,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS--2S,2,423574.0,6150262.903817775,72.73590522105667,4663.195181399991,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS--2S,3,423575.73382023803,6149429.1164141,72.73590522105667,4663.195181399991,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS--2S,4,423574.0,6147669.138420889,72.73590522105667,4663.195181399991,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS--2S,5,423574.0,6148637.368421053,72.73590522105667,4663.195181399991,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS--2S,6,423574.0,6147156.0,72.73590522105667,4663.195181399991,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS--2S,7,424806.6168129862,6147156.0,72.73590522105667,4663.195181399991,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS--2S,8,424389.0367589047,6151847.0,72.73590522105667,4663.195181399991,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS--2S,9,424316.5375607829,6150008.1892350735,72.73590522105667,4663.195181399991,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS--2S,10,425019.63075449056,6150467.7302458985,72.73590522105667,4663.195181399991,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS--2S,11,423574.0,6149871.842105263,72.73590522105667,4663.195181399991,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
ResultsRS,NOJ,1,RS--2S,12,424510.81112185755,6149530.842927138,72.73590522105667,4663.195181399991,"[(20, 1200), (5, 400), (1, 400)]",5,72,9.6
