random_pct_fraction,random_pct,Mean AEP [GWh],Best AEP [GWh],Std. Dev.,Runtime [min],Seed count
0.0,0,72.39523968498746,72.44812882393614,0.05275958856505308,,3
0.03,3,72.271781479694,72.30539854186407,0.042927726686511875,,3
0.05,5,72.10597871927257,72.11112346896614,0.008590500538958866,,3
0.1,10,72.09819669447965,72.12193614866618,0.0277393411813911,,3
0.2,20,71.98961259323141,72.10204852438108,0.09772147745265182,,3
0.5,50,71.55303547212422,71.68320009842296,0.12600317923853718,,3
