script,wake_model,seed,method,AEP [GWh],Surrogate AEP [GWh],Improvement over Horns Rev [GWh],runtime_sec,iterations,wd_step_deg,n_wd,ws,source_file,opt_bin_label,random_step_schedule_D,plot_AEP [GWh],Optimization AEP [GWh],Fine AEP [GWh],eval_wd_step_deg,eval_n_wd,eval_ws_step,eval_ws_min,eval_ws_max,Fine minus Optimization AEP [GWh]
ResultsRS,NOJ,4,Current Horns Rev,70.47447376426608,,0.0,0.0,0,10,36,9.6,results_rs_summary_wd10deg_combined.csv,10 deg bins,"[(20, 1200), (5, 400), (1, 400)]",701.8653557500002,70.47447376426608,701.8653557500002,1,360,1,3,25,631.390881985734
ResultsRS,NOJ,4,RS,73.03215784135784,,2.557684077091764,1326.2107566000195,2000,10,36,9.6,results_rs_summary_wd10deg_combined.csv,10 deg bins,"[(20, 1200), (5, 400), (1, 400)]",714.8274508146951,73.03215784135784,714.8274508146951,1,360,1,3,25,641.7952929733373
ResultsRS,NOJ,4,RS--2S,73.092911435768,,2.618437671501922,9777.26308740012,2240,10,36,9.6,results_rs_summary_wd10deg_combined.csv,10 deg bins,"[(20, 1200), (5, 400), (1, 400)]",715.0333977037548,73.092911435768,715.0333977037548,1,360,1,3,25,641.9404862679868
ResultsRS,NOJ,4,RS--2S--GB,73.21536459997415,,2.740890835708072,10223.526754900116,2440,10,36,9.6,results_rs_summary_wd10deg_combined.csv,10 deg bins,"[(20, 1200), (5, 400), (1, 400)]",715.0571925024512,73.21536459997415,715.0571925024512,1,360,1,3,25,641.8418279024771
ResultsRS,NOJ,4,RS--GB,73.12072630864978,,2.6462525443836995,1666.880896299961,2200,10,36,9.6,results_rs_summary_wd10deg_combined.csv,10 deg bins,"[(20, 1200), (5, 400), (1, 400)]",714.8419034221831,73.12072630864978,714.8419034221831,1,360,1,3,25,641.7211771135334
ResultsRS,NOJ,5,Current Horns Rev,70.47447376426608,,0.0,0.0,0,10,36,9.6,results_rs_summary_wd10deg_combined.csv,10 deg bins,"[(20, 1200), (5, 400), (1, 400)]",701.8653557500002,70.47447376426608,701.8653557500002,1,360,1,3,25,631.390881985734
ResultsRS,NOJ,5,RS,73.00353135759562,,2.52905759332954,1607.8709490000035,2000,10,36,9.6,results_rs_summary_wd10deg_combined.csv,10 deg bins,"[(20, 1200), (5, 400), (1, 400)]",714.4803474686113,73.00353135759562,714.4803474686113,1,360,1,3,25,641.4768161110156
ResultsRS,NOJ,5,RS--2S,73.03804465181952,,2.563570887553439,4889.721935599926,2160,10,36,9.6,results_rs_summary_wd10deg_combined.csv,10 deg bins,"[(20, 1200), (5, 400), (1, 400)]",714.6764962640548,73.03804465181952,714.6764962640548,1,360,1,3,25,641.6384516122353
ResultsRS,NOJ,5,RS--2S--GB,73.09675542853095,,2.622281664264875,4909.638407299877,2360,10,36,9.6,results_rs_summary_wd10deg_combined.csv,10 deg bins,"[(20, 1200), (5, 400), (1, 400)]",714.694369765203,73.09675542853095,714.694369765203,1,360,1,3,25,641.597614336672
ResultsRS,NOJ,5,RS--GB,73.0573032265999,,2.5828294623338195,1646.8487046000082,2200,10,36,9.6,results_rs_summary_wd10deg_combined.csv,10 deg bins,"[(20, 1200), (5, 400), (1, 400)]",714.4965466027477,73.0573032265999,714.4965466027477,1,360,1,3,25,641.4392433761478
ResultsRS,NOJ,1,Current Horns Rev,70.00978952706822,,0.0,0.0,0,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",701.8653557500002,70.00978952706822,701.8653557500002,1,360,1,3,25,631.8555662229319
ResultsRS,NOJ,1,RS,72.7205119198097,,2.7107223927414736,1134.426101500052,2000,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",715.1495892124769,72.7205119198097,715.1495892124769,1,360,1,3,25,642.4290772926672
ResultsRS,NOJ,1,RS--2S,72.73590522105667,,2.726115693988447,5028.222632400051,2160,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",715.2059035295349,72.73590522105667,715.2059035295349,1,360,1,3,25,642.4699983084782
ResultsRS,NOJ,1,RS--GB,72.7205119198097,,2.7107223927414736,1139.7389794000192,2200,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",715.1495892124769,72.7205119198097,715.1495892124769,1,360,1,3,25,642.4290772926672
ResultsRS,NOJ,1,RS--2S--GB,72.73590522105667,,2.726115693988447,5033.440341700043,2360,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",715.2059035295349,72.73590522105667,715.2059035295349,1,360,1,3,25,642.4699983084782
ResultsRS,NOJ,2,Current Horns Rev,70.00978952706822,,0.0,0.0,0,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",701.8653557500002,70.00978952706822,701.8653557500002,1,360,1,3,25,631.8555662229319
ResultsRS,NOJ,2,RS,72.68453727541878,,2.674747748350555,1089.8250384999556,2000,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",714.8628386376877,72.68453727541878,714.8628386376877,1,360,1,3,25,642.1783013622689
ResultsRS,NOJ,2,RS--2S,72.71895188311385,,2.709162356045624,6899.49033629999,2240,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",715.0286888365631,72.71895188311385,715.0286888365631,1,360,1,3,25,642.3097369534493
ResultsRS,NOJ,2,RS--GB,72.68453727541878,,2.674747748350555,1095.7809474999667,2200,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",714.8628386376877,72.68453727541878,714.8628386376877,1,360,1,3,25,642.1783013622689
ResultsRS,NOJ,2,RS--2S--GB,72.71895188311385,,2.709162356045624,6904.9110398999765,2440,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",715.0286888365631,72.71895188311385,715.0286888365631,1,360,1,3,25,642.3097369534493
ResultsRS,NOJ,3,Current Horns Rev,70.00978952706822,,0.0,0.0,0,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",701.8653557500002,70.00978952706822,701.8653557500002,1,360,1,3,25,631.8555662229319
ResultsRS,NOJ,3,RS,72.7609069222784,,2.751117395210173,1263.6489425000036,2000,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",715.2148260994957,72.7609069222784,715.2148260994957,1,360,1,3,25,642.4539191772172
ResultsRS,NOJ,3,RS--2S,72.80514227303141,,2.7953527459631857,5801.145760400046,2160,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",715.4938251155713,72.80514227303141,715.4938251155713,1,360,1,3,25,642.68868284254
ResultsRS,NOJ,3,RS--GB,72.7609069222784,,2.751117395210173,1271.254364399996,2200,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",715.2148260994957,72.7609069222784,715.2148260994957,1,360,1,3,25,642.4539191772172
ResultsRS,NOJ,3,RS--2S--GB,72.80514227303141,,2.7953527459631857,5807.106058800069,2360,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",715.4938251155713,72.80514227303141,715.4938251155713,1,360,1,3,25,642.68868284254
ResultsRS,NOJ,4,Current Horns Rev,70.00978952706822,,0.0,0.0,0,5,72,9.6,results_rs_summary_wd5deg_20260519_121750.csv,5 deg bins,"[(20, 1200), (5, 400), (1, 400)]",701.8653557500002,70.00978952706822,701.8653557500002,1,360,1,3,25,631.8555662229319
