run_name,seed,iteration,phase,AEP [GWh],elapsed_sec,using_site_bins
72wd_mean_ws,1,0,SmartStart,72.07557912464478,69.07025623321533,False
72wd_mean_ws,1,1,Two-step,72.09105249927136,81.87291303320671,False
72wd_mean_ws,1,2,Two-step,72.09105249927136,96.39744143321877,False
72wd_mean_ws,1,3,Two-step,72.11618377526239,111.33895993320039,False
72wd_mean_ws,1,4,Two-step,72.11618377526239,126.189032133203,False
72wd_mean_ws,1,5,Two-step,72.15151963583443,150.08775083321962,False
72wd_mean_ws,1,6,Two-step,72.15958260787238,164.4154800332035,False
72wd_mean_ws,1,7,Two-step,72.17157508558236,177.62667873321334,False
72wd_mean_ws,1,8,Two-step,72.18305637634629,190.81653253320837,False
72wd_mean_ws,1,9,Two-step,72.18305637634629,202.81081883321167,False
72wd_mean_ws,1,10,Two-step,72.20714278189973,215.90699233321357,False
72wd_mean_ws,1,11,Two-step,72.21024963147161,231.25827423320152,False
72wd_mean_ws,1,12,Two-step,72.22634196527292,244.99271573321312,False
72wd_mean_ws,1,13,Two-step,72.22634196527292,259.08258293321705,False
72wd_mean_ws,1,14,Two-step,72.24621953911786,273.0800801332225,False
72wd_mean_ws,1,15,Two-step,72.2647886908679,286.20508833319764,False
72wd_mean_ws,1,16,Two-step,72.2647886908679,298.81411923319683,False
72wd_mean_ws,1,17,Two-step,72.2791084200274,312.12560133321676,False
72wd_mean_ws,1,18,Two-step,72.30728282087637,325.6174109332205,False
72wd_mean_ws,1,19,Two-step,72.30728282087637,339.3213809332228,False
72wd_mean_ws,1,20,Two-step,72.30728282087637,352.52831713319756,False
72wd_mean_ws,1,21,Two-step,72.30728282087637,365.57468123320723,False
72wd_mean_ws,1,22,Two-step,72.31506884397521,378.28916943320655,False
72wd_mean_ws,1,23,Two-step,72.32896879196312,391.4479889332142,False
72wd_mean_ws,1,24,Two-step,72.33119220937465,404.621674033202,False
72wd_mean_ws,1,25,Two-step,72.36506990847963,417.942931133206,False
72wd_mean_ws,1,26,Two-step,72.3679783690326,431.42216793319676,False
72wd_mean_ws,1,27,Two-step,72.37205736485957,443.60128363320837,False
72wd_mean_ws,1,28,Two-step,72.37205736485957,456.59590213320917,False
72wd_mean_ws,1,29,Two-step,72.37611143627862,469.8606227332202,False
72wd_mean_ws,1,30,Two-step,72.37611143627862,483.2140851332224,False
72wd_mean_ws,1,31,Two-step,72.37611143627862,496.56535873320536,False
72wd_mean_ws,1,32,Two-step,72.38108628778296,510.2543281332182,False
72wd_mean_ws,1,33,Two-step,72.38109903467655,524.0435545332148,False
72wd_mean_ws,1,34,Two-step,72.38109903467655,538.4299707332102,False
72wd_mean_ws,1,35,Two-step,72.38109903467655,551.694331233215,False
72wd_mean_ws,1,36,Two-step,72.3917405478431,566.2033500332036,False
72wd_mean_ws,1,37,Two-step,72.3917405478431,580.8501888332248,False
72wd_mean_ws,1,38,Two-step,72.3917405478431,595.9681502332096,False
72wd_mean_ws,1,39,Two-step,72.3917405478431,609.6502363331965,False
72wd_mean_ws,1,40,Two-step,72.3917405478431,622.720934533223,False
72wd_mean_ws,1,41,Two-step,72.3917405478431,635.2854415331967,False
72wd_mean_ws,1,42,Two-step,72.3917405478431,648.4943243332091,False
72wd_mean_ws,1,43,Two-step,72.3917405478431,667.5958823332039,False
72wd_mean_ws,1,44,Two-step,72.3917405478431,692.6512862332165,False
72wd_mean_ws,1,45,Two-step,72.3917405478431,720.4437859332247,False
72wd_mean_ws,1,46,Two-step,72.3917405478431,744.3196912332205,False
72wd_mean_ws,1,47,Two-step,72.39298758819699,770.0409724331985,False
72wd_mean_ws,1,48,Two-step,72.39736396207101,793.2970503332035,False
72wd_mean_ws,1,49,Two-step,72.39736396207101,818.9219575332245,False
72wd_mean_ws,1,50,Two-step,72.39736396207101,842.673330433201,False
72wd_mean_ws,1,51,Two-step,72.40017158057256,867.8992148332181,False
72wd_mean_ws,1,52,Two-step,72.40017158057256,893.2521358332015,False
72wd_mean_ws,1,53,Two-step,72.4119532137812,918.6360521332244,False
72wd_mean_ws,1,54,Two-step,72.4119532137812,943.780363233207,False
72wd_mean_ws,1,55,Two-step,72.42152787114608,969.0402547332051,False
