run_name,seed,iteration,phase,AEP [GWh],elapsed_sec,using_site_bins
36wd_mean_ws,1,0,SmartStart,72.49190472689548,56.611443758010864,False
36wd_mean_ws,1,1,Two-step,72.49453802251462,68.65367155801505,False
36wd_mean_ws,1,2,Two-step,72.49453802251462,80.22859665800934,False
36wd_mean_ws,1,3,Two-step,72.49453802251462,90.59231855801772,False
36wd_mean_ws,1,4,Two-step,72.49453802251462,101.82352655801515,False
36wd_mean_ws,1,5,Two-step,72.49453802251462,113.22372315802204,False
36wd_mean_ws,1,6,Two-step,72.49453802251462,123.76800935801293,False
36wd_mean_ws,1,7,Two-step,72.49453802251462,136.1885499580094,False
36wd_mean_ws,1,8,Two-step,72.49453802251462,147.6835854580131,False
36wd_mean_ws,1,9,Two-step,72.49453802251462,161.6456135580229,False
36wd_mean_ws,1,10,Two-step,72.49453802251462,172.94278615801886,False
36wd_mean_ws,1,11,Two-step,72.49453802251462,184.23176415801572,False
36wd_mean_ws,1,12,Two-step,72.50021059687185,195.9184241580224,False
36wd_mean_ws,1,13,Two-step,72.50021059687185,206.8561639580148,False
36wd_mean_ws,1,14,Two-step,72.50021059687185,218.06528385801357,False
36wd_mean_ws,1,15,Two-step,72.51099401180998,229.93082185801177,False
36wd_mean_ws,1,16,Two-step,72.51099401180998,244.62793485801376,False
36wd_mean_ws,1,17,Two-step,72.51099401180998,255.89720855801716,False
36wd_mean_ws,1,18,Two-step,72.51099401180998,266.40069335800945,False
36wd_mean_ws,1,19,Two-step,72.51099401180998,277.8419519580202,False
36wd_mean_ws,1,20,Two-step,72.51099401180998,288.88772495801095,False
36wd_mean_ws,1,21,Two-step,72.51299886020422,299.69492975801404,False
36wd_mean_ws,1,22,Two-step,72.51299886020422,311.02916055801325,False
36wd_mean_ws,1,23,Two-step,72.51299886020422,322.18116895802086,False
36wd_mean_ws,1,24,Two-step,72.51670775793578,332.72317325801123,False
36wd_mean_ws,1,25,Two-step,72.51670775793578,344.01959755801363,False
36wd_mean_ws,1,26,Two-step,72.51670775793578,355.2504439580225,False
36wd_mean_ws,1,27,Two-step,72.51670775793578,366.82702345801226,False
36wd_mean_ws,1,28,Two-step,72.51670775793578,377.99124525801744,False
36wd_mean_ws,1,29,Two-step,72.51670775793578,389.3814709580183,False
36wd_mean_ws,1,30,Two-step,72.51670775793578,400.51332495801034,False
36wd_mean_ws,1,31,Two-step,72.51670775793578,411.071315158013,False
36wd_mean_ws,1,32,Two-step,72.51670775793578,422.63961115801067,False
36wd_mean_ws,1,33,Two-step,72.52635691992582,434.2312502580171,False
36wd_mean_ws,1,34,Two-step,72.52635691992582,445.30590535802185,False
36wd_mean_ws,1,35,Two-step,72.53067898609382,456.5966285580216,False
36wd_mean_ws,1,36,Two-step,72.53067898609382,467.7423958580184,False
36wd_mean_ws,1,37,Two-step,72.53067898609382,479.26166095801455,False
36wd_mean_ws,1,38,Two-step,72.53898437880599,489.9595158580196,False
36wd_mean_ws,1,39,Two-step,72.53898437880599,501.19384485801856,False
36wd_mean_ws,1,40,Two-step,72.53898437880599,512.9350716580229,False
36wd_mean_ws,1,41,Two-step,72.53898437880599,523.9352788580145,False
36wd_mean_ws,1,42,Two-step,72.53898437880599,535.1592387580167,False
36wd_mean_ws,1,43,Two-step,72.53898437880599,547.2715815580159,False
36wd_mean_ws,1,44,Two-step,72.53898437880599,558.1771134580194,False
36wd_mean_ws,1,45,Two-step,72.54442585941453,569.140402658013,False
36wd_mean_ws,1,46,Two-step,72.5658543321557,580.9867818580096,False
36wd_mean_ws,1,47,Two-step,72.5658543321557,592.6575140580098,False
36wd_mean_ws,1,48,Two-step,72.5731317567282,603.6046488580178,False
36wd_mean_ws,1,49,Two-step,72.58515367119497,615.0967967580218,False
36wd_mean_ws,1,50,Two-step,72.5888128021845,626.3167951580108,False
36wd_mean_ws,1,51,Two-step,72.60147470203896,636.9550348580087,False
36wd_mean_ws,1,52,Two-step,72.60147470203896,649.2562513580197,False
36wd_mean_ws,1,53,Two-step,72.60147470203896,660.7396356580139,False
36wd_mean_ws,1,54,Two-step,72.60147470203896,672.7810433580162,False
36wd_mean_ws,1,55,Two-step,72.6320894888971,683.9616046580195,False
36wd_mean_ws,1,56,Two-step,72.63814473231626,695.362057758015,False
36wd_mean_ws,1,57,Two-step,72.66205402300176,706.875501958013,False
36wd_mean_ws,1,58,Two-step,72.66205402300176,718.8672053580085,False
36wd_mean_ws,1,59,Two-step,72.66205402300176,729.8372871580214,False
36wd_mean_ws,1,60,Two-step,72.66205402300176,741.7541095580091,False
36wd_mean_ws,1,61,Two-step,72.66205402300176,753.5539176580205,False
36wd_mean_ws,1,62,Two-step,72.66205402300176,764.7913763580145,False
36wd_mean_ws,1,63,Two-step,72.6733487996965,776.1673988580151,False
36wd_mean_ws,1,64,Two-step,72.67389336371824,787.6762602580129,False
36wd_mean_ws,1,65,Two-step,72.69465223347436,798.878332658016,False
36wd_mean_ws,1,66,Two-step,72.69465223347436,810.1873779580201,False
36wd_mean_ws,1,67,Two-step,72.69465223347436,822.2379984580184,False
36wd_mean_ws,1,68,Two-step,72.69465223347436,834.5407047580229,False
36wd_mean_ws,1,69,Two-step,72.70757588503331,845.4968896580103,False
36wd_mean_ws,1,70,Two-step,72.70757588503331,856.9225900580204,False
36wd_mean_ws,1,71,Two-step,72.70757588503331,868.4908466580091,False
36wd_mean_ws,1,72,Two-step,72.70757588503331,879.720719658013,False
36wd_mean_ws,1,73,Two-step,72.71596476667818,890.9283567580133,False
36wd_mean_ws,1,74,Two-step,72.72882934505354,902.8041571580106,False
36wd_mean_ws,1,75,Two-step,72.72882934505354,914.5315874580119,False
36wd_mean_ws,1,76,Two-step,72.74591926550465,925.6137091580167,False
36wd_mean_ws,1,77,Two-step,72.7638981419208,936.7921018580091,False
36wd_mean_ws,1,78,Two-step,72.7638981419208,948.4668738580222,False
36wd_mean_ws,1,79,Two-step,72.7740350528102,961.127839858018,False
36wd_mean_ws,1,80,Two-step,72.7740350528102,972.1856666580134,False
36wd_mean_ws,1,81,Two-step,72.7740350528102,989.4378213580145,False
36wd_mean_ws,1,82,Two-step,72.7740350528102,1006.9135827580193,False
36wd_mean_ws,1,83,Two-step,72.7740350528102,1023.7281941580116,False
36wd_mean_ws,1,84,Two-step,72.7740350528102,1040.8427169580147,False
36wd_mean_ws,1,85,Two-step,72.79487760152195,1058.6492843580192,False
