run_name,iteration,phase,AEP [GWh],elapsed_sec,using_site_bins
72wd_mean_ws,0,SmartStart,72.44812882393614,127.86891603469849,False
72wd_mean_ws,1,Two-step,72.47342127225605,162.51863233470067,False
72wd_mean_ws,2,Two-step,72.47342127225605,197.88519163469755,False
72wd_mean_ws,3,Two-step,72.47342127225605,235.29321073470055,False
72wd_mean_ws,4,Two-step,72.47342127225605,271.38155623470084,False
72wd_mean_ws,5,Two-step,72.47590561912435,305.74292483470344,False
72wd_mean_ws,6,Two-step,72.47590561912435,340.8213675346997,False
72wd_mean_ws,7,Two-step,72.47590561912435,375.1291279346988,False
72wd_mean_ws,8,Two-step,72.47590561912435,410.5274410346974,False
72wd_mean_ws,9,Two-step,72.47884905326359,446.06616503470286,False
72wd_mean_ws,10,Two-step,72.503220681094,480.459405534697,False
72wd_mean_ws,11,Two-step,72.503220681094,516.2149908346983,False
72wd_mean_ws,12,Two-step,72.503220681094,550.7795652346977,False
72wd_mean_ws,13,Two-step,72.503220681094,585.5857029347026,False
72wd_mean_ws,14,Two-step,72.503220681094,619.850517034698,False
72wd_mean_ws,15,Two-step,72.503220681094,655.1195076346994,False
72wd_mean_ws,16,Two-step,72.503220681094,688.9318181346971,False
72wd_mean_ws,17,Two-step,72.503220681094,724.1174813347025,False
72wd_mean_ws,18,Two-step,72.503220681094,759.6074307347008,False
72wd_mean_ws,19,Two-step,72.50562952431565,793.9628690347017,False
72wd_mean_ws,20,Two-step,72.50562952431565,831.004353734701,False
72wd_mean_ws,21,Two-step,72.50562952431565,866.0890715346977,False
72wd_mean_ws,22,Two-step,72.50562952431565,901.8726158346981,False
72wd_mean_ws,23,Two-step,72.50562952431565,936.8450504346984,False
72wd_mean_ws,24,Two-step,72.50562952431565,972.7822804347015,False
72wd_mean_ws,25,Two-step,72.50562952431565,1007.857439934698,False
72wd_mean_ws,26,Two-step,72.50562952431565,1043.0449760346964,False
72wd_mean_ws,27,Two-step,72.50562952431565,1078.3439786347008,False
72wd_mean_ws,28,Two-step,72.50562952431565,1113.7525937347018,False
72wd_mean_ws,29,Two-step,72.50562952431565,1149.1452713347026,False
72wd_mean_ws,30,Two-step,72.50562952431565,1185.0091731346984,False
72wd_mean_ws,31,Two-step,72.50562952431565,1224.1406969347008,False
72wd_mean_ws,32,Two-step,72.51960737192982,1268.4428470346975,False
72wd_mean_ws,33,Two-step,72.51960737192982,1310.8785242347003,False
72wd_mean_ws,34,Two-step,72.51960737192982,1348.9329344346988,False
72wd_mean_ws,35,Two-step,72.51960737192982,1385.5172491346966,False
72wd_mean_ws,36,Two-step,72.51960737192982,1423.7858141347024,False
72wd_mean_ws,37,Two-step,72.51960737192982,1467.0091329346978,False
72wd_mean_ws,38,Two-step,72.51960737192982,1503.241238534698,False
72wd_mean_ws,39,Two-step,72.52126918197868,1539.4881529346967,False
72wd_mean_ws,40,Two-step,72.52126918197868,1575.2889694347032,False
72wd_mean_ws,41,Two-step,72.5373265472044,1610.7186003347015,False
72wd_mean_ws,42,Two-step,72.5373265472044,1649.5149910347027,False
72wd_mean_ws,43,Two-step,72.5373265472044,1684.4300658346983,False
72wd_mean_ws,44,Two-step,72.5373265472044,1722.1300151347023,False
72wd_mean_ws,45,Two-step,72.5373265472044,1757.4515405346974,False
72wd_mean_ws,46,Two-step,72.5373265472044,1793.998849434698,False
72wd_mean_ws,47,Two-step,72.5373265472044,1828.4591708346998,False
72wd_mean_ws,48,Two-step,72.5373265472044,1864.036237534703,False
72wd_mean_ws,49,Two-step,72.53939321899816,1899.4414854346978,False
72wd_mean_ws,50,Two-step,72.53939321899816,1935.1678293346995,False
72wd_mean_ws,51,Two-step,72.53939321899816,1971.6655782347007,False
72wd_mean_ws,52,Two-step,72.53939321899816,2007.9045024346997,False
72wd_mean_ws,53,Two-step,72.53939321899816,2043.5339374347022,False
72wd_mean_ws,54,Two-step,72.53939321899816,2078.764171934701,False
